id,medium,url,headline,kicker,teaser,llm_topic,baseline_topic
605,correctiv,https://correctiv.org/faktencheck/2025/12/04/wie-mit-ki-bildern-von-einem-weihnachtsmarkt-unsicherheit-erzeugt-wird/,Wie mit KI-Bildern von einem Weihnachtsmarkt Unsicherheit erzeugt wird,GESELLSCHAFT,"Ein Bildvergleich soll zeigen, wie hoch die Sicherheitsvorkehrungen auf einem Weihnachtsmarkt mittlerweile sind. Doch die Bilder sind KI-generiert, den Ort gibt es wohl nicht.",KI-Desinformation,
596,correctiv,https://correctiv.org/faktencheck/2025/12/16/doch-auslaenderinnen-und-auslaender-in-deutschland-haben-ein-versammlungsrecht/,"Doch, Ausländerinnen und Ausländer in Deutschland haben ein Versammlungsrecht",JUSTIZ,"Tausende feierten in mehreren deutschen Städten den Jahrestag des Sturzes des Assad-Regimes in Syrien. Eine neurechte Influencerin behauptet, Menschen aus dem Ausland hätten hierzulande kein Versammlungsrecht. Warum das nicht stimmt.",Versammlungsrecht,Politik & Regierung
396,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/giftgas-syrien-desinformation-101.html,"Abstreiten, behindern, verwirren",Desinformation zu Giftgas in Syrien,Syrien und Russland weisen immer wieder Vorwürfe zum Einsatz von Giftgas durch das syrische Militär zurück und behindern Untersuchungen. Doch die Hinweise und Belege für solche Attacken sind vielfältig.,Syrien-Konflikt,Krisengebiete & Geopolitik
397,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/tuerkei-erdbeben-desinfomation-101.html,Verschwörungsmythen und falsche Videos,Desinformation zu Erdbeben,Nach dem Erdbeben kursieren in den Sozialen Netzwerken einige Falschmeldungen. So stammt das Video einer angeblichen Explosion eines türkischen Kernkraftwerks in Wahrheit aus dem Libanon. Auch andere Mythen sind im Umlauf.,Erdbeben,Krisengebiete & Geopolitik
457,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/kontext/politik-wahlen-ki-100.html,Welchen Einfluss hat KI auf das Superwahljahr?,Mehr als 70 Wahlen im Jahr 2024,Im kommenden Jahr finden weltweit mehr als 70 Wahlen statt - unter anderem die US-Präsidentenwahl und die Europawahl. Eine große Sorge dabei ist der Einsatz von KI zur Desinformation und Wählerbeeinflussung.,Künstliche Intelligenz,Künstliche Intelligenz
508,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/insekten-nahrung-desinformation-100.html,Futter für die Verschwörungsszene,Insekten als Nahrungsmittel,"Vier Insektenarten sind derzeit als Lebensmittel in der EU zugelassen. Verschwörungskreise sehen darin eine versuchte Umerziehung der Bürger durch die ""Eliten"" - und verbreiten allerlei Desinformation.",Insekten als Nahrungsmittel,Klima & Umwelt
491,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/kontext/bezahlkarte-asylbewerber-108.html,Schwierige Abwägung zwischen Kosten und Nutzen,Bezahlkarte für Asylbewerber,"Mehrere Landkreise vermelden, dass die Einführung der Bezahlkarte bereits Asylbewerber dazu bewogen habe, auszureisen oder eine Arbeit anzunehmen. Welche Auswirkungen das Modell tatsächlich hat, ist jedoch umstritten.",Asylpolitik,Migration & Asyl
474,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/thueringen-ungueltige-stimmen-100.html,Kein Wahlbetrug mit ungültigen Stimmen,Thüringen,"Wurden bei der Kommunalwahl in Thüringen Tausende Stimmzettel ungültig gemacht, um das Ergebnis zu fälschen? Dazu gibt es eine Debatte im Netz - befeuert auch von der WerteUnion. Doch die Vorwürfe sind haltlos.",Wahlbetrug,Wahlen & Wahlkampf
446,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/kallas-eu-100.html,Desinformation über Kallas und ihre Familie,Designierte EU-Außenbeauftragte,Wegen ihrer klaren Haltung gegenüber Russland ist die estnische Ministerpräsidentin Kallas im Fokus russischer Desinformation - als designierte EU-Außenbeauftragte umso mehr. Vor allem ihre Familiengeschichte wird thematisiert.,Desinformation,Desinformation & Falschmeldungen
433,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/sommerinterview-lindner-faktencheck-100.html,Das ARD-Sommerinterview mit Lindner im Faktencheck,FDP-Chef und Finanzminister,"Im ARD-Sommerinterview ist FDP-Chef Lindner vielen konkreten Fragen eher ausgewichen. Zu Verteidigungsausgaben, Klimageld und Missbrauch sozialer Leistungen äußerte er sich jedoch zumindest ungenau oder selektiv.",Politikeraussagen,Politik & Regierung
441,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/hitze-gesundheit-102.html,"""Häufigkeit hat ganz klar zugenommen""",Hitze und Klimawandel,"Weil die Sterblichkeit im Winter höher als im Sommer ist, wird im Netz behauptet, dass Warnungen vor Hitze Panikmache seien. Zudem sei der Klimawandel nicht die Ursache für Hitzewellen. Doch das greift zu kurz.",Klimawandel,Klima & Umwelt
424,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/kontext/abschiebungen-handgeld-100.html,"Warum die Straftäter ""Handgeld"" bekommen",Abschiebung nach Afghanistan,"Die nach Afghanistan abgeschobenen Männer haben jeweils 1.000 Euro ""Handgeld"" erhalten. Das hat das niedersächsische Innenministerium bestätigt. Warum die Straftäter das Geld bekommen.",Abschiebung,Migration & Asyl
420,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/israel-iran-fakes-100.html,Alte Bilder und Falschbehauptungen,Iranischer Angriff auf Israel,"Im Zusammenhang mit dem iranischen Angriff auf Israel werden im Netz alte Videos verbreitet, die in Moskau und China aufgenommen wurden. Auch über den israelischen Premier Netanyahu kursieren Falschbehauptungen.",Nahostkonflikt,Krisengebiete & Geopolitik
401,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/trump-musk-wahl-100.html,Keine Hilfe für Trump aus dem All,Angebliche Wahlmanipulation,"Seit der Abwahl Trumps im Jahr 2020 streuen er und seine Anhänger das Gerücht, die Wahl sei manipuliert worden. Technische Manipulationen seines Anhängers Musk soll nun seine Wiederwahl ermöglicht haben. Beweise gibt es nicht.",Wahlmanipulation,Wahlen & Wahlkampf
391,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/magdeburg-attentat-104.html,Wie Sätze des Täters aus dem Kontext gerissen werden,Anschlag in Magdeburg,Der Täter von Magdeburg war im Netz sehr aktiv. Nach dem Anschlag wurden vor allem in rechtsextremen Kreisen einige seiner Beiträge mit Blick auf sein mögliches Motiv verbreitet. Doch mehrere davon sind irreführend.,Anschlag Magdeburg,Extremismus & Sicherheit
362,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/usa-usaid-fakes-100.html,Welche Falschbehauptungen über USAID kursieren,Kürzung der Entwicklungshilfe,"US-Präsident Trump hat angekündigt, bei der US-Entwicklungsbehörde USAID massiv einzusparen. Um den Schritt zu begründen, teilten Trump und Musk jedoch auch Falschbehauptungen über die Behörde.",Entwicklungshilfe,Verschwörungstheorien
348,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/syrien-falsche-bilder-100.html,Zahlreiche falsche Bilder und Videos,Massaker in Syrien,"In den sozialen Netzwerken kursieren viele Bilder und Videos, die das in Syrien verübte Massaker an nahezu Tausend Zivilisten zeigen sollen. Doch neben authentischen Inhalten verbreiten sich auch viele Fakes.",Syrien,Krisengebiete & Geopolitik
349,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/kontext/afd-strategie-gutachten-100.html,Wie die AfD den Verfassungsschutz diskreditiert,Nach Hochstufung,"Nach der Einstufung der AfD als ""gesichert rechtsextremistisch"" durch den Verfassungsschutz greift die Partei die Behörde scharf an. Experten erklären, warum ihre Argumente nicht greifen.",Verfassungsschutz,Extremismus & Sicherheit
323,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/fakes-iran-usa-israel-100.html,Verfälschte Aufnahmen und irreführende Inhalte,Nach US-Angriff auf Iran,"Nach dem US-Angriff auf iranische Atomanlagen am Sonntag kursieren zahlreiche Informationen, Bilder und Videos in sozialen Netzwerken - viele davon sind manipuliert oder aus dem Kontext gerissen.",Iran-USA-Konflikt,Krisengebiete & Geopolitik
128,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/schwimmbaeder-straftaten-100.html,Stimmungsmache mit der Angst,Kriminalität in Bädern konstant,Im Netz werden Schwimmbäder als gefährlicher Ort dargestellt - vor allem in rechtspopulistischen Kreisen. Doch die Zahlen geben das nicht her: In vielen Bundesländern ist kein Anstieg der Straftaten zu verzeichnen.,Kriminalität in Schwimmbädern,Extremismus & Sicherheit
631,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/israel-falschmeldungen-hungersnot-100.html,,,"Am 22. August 2025 wurde für einen Teil des Gazastreifens die höchste IPC-Warnstufe ""Hungersnot"" erklärt. Die IPC-Standards sind ein System, um Ernährungskrisen weltweit einzustufen. Israel reagierte schnell: Noch am selben Tag behauptete das israelische Außenministerium: Die Kriterien seien nur für Gaza gesenkt worden und die Verantwortlichen dahinter hätten ihre eigenen Standards manipuliert, um eine Hungersnot zu ""fingieren"".",Gazastreifen,Krisengebiete & Geopolitik
623,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/fluechtlingsunterkunft-grossbritannien-100.html,,,"In den sozialen Medien geht das Video eines Mannes viral, der sich als ehemaliger Mitarbeiter eines Hotels in der Grafschaft Norfolk im Osten Englands vorstellt, in dem Geflüchtete untergebracht wurden. Er behauptet, die Menschen bekämen kostenlos teure Smartphones auf Kosten der Steuerzahler zur Verfügung gestellt. Außerdem erhielten die dort untergebrachten Menschen 70 Pfund (umgerechnet ca. 80 Euro) pro Woche.",Asyl und Geflüchtete,Migration & Asyl
108,br-faktenfuchs,"https://www.br.de/nachrichten/netzwelt/social-listening-die-power-des-aufmerksamen-zuhoerens,SQOJtEC",Social Listening: Die Power des aufmerksamen Zuhörens,,"Ob ein Eulen-Schwarm auf einem Straßenbaum im Lockdown oder Klarsicht-Masken, die nicht nur Stoffmasken-Träger beunruhigen: Themen, die in Bayern große Diskussionen auslösen, fallen zuerst im ""Social-Listening"" bei BR24 auf. So funktioniert es.",Social Media Monitoring,Online-Sicherheit & Betrug
314,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-werden-spenden-fuer-die-ukraine-weggeworfen,T0ModPv",#Faktenfuchs – Werden Spenden für die Ukraine weggeworfen?,,"In den sozialen Netzwerken kursiert ein Bild, das angeblich in der Oberpfalz weggeworfene Spenden an die Ukraine zeigt. Der #Faktenfuchs klärt, wie es zu diesem Bild kam und was es mit der Behauptung auf sich hat.",Ukraine-Hilfe,Ukraine-Konflikt
281,br-faktenfuchs,"https://www.br.de/nachrichten/wissen/faktenfuchs-so-werden-hitzeperioden-verharmlost,TBXzf5O",So werden Hitzeperioden verharmlost,,"Wenn Meteorologen Hitzewellen ankündigen, behaupten manche: einfach nur Sommer. Der #Faktenfuchs erklärt, mit welchen Strategien die Gefahren von gehäuftem Extremwetter und die Klimakrise kleingeredet werden.",Klimawandel,Klima & Umwelt
260,br-faktenfuchs,"https://www.br.de/nachrichten/bayern/faktenfuchs-keine-beschlagnahme-von-immobilien-fuer-gefluechtete,TMmXqoo",Keine Beschlagnahme von Immobilien für Geflüchtete,,"Im Netz verbreitet sich die Falschbehauptung, Immobilien würden in Bayern beschlagnahmt, um dort Geflüchtete unterzubringen. Warum das aktuell nicht passiert und rechtlich nur im absoluten Notfall möglich ist, zeigt dieser #Faktenfuchs.",Flüchtlingsunterbringung,Migration & Asyl
249,br-faktenfuchs,"https://www.br.de/nachrichten/wissen/energy-drinks-risiko-ja-todesfaelle-unwahrscheinlich-faktenfuchs,TZEkehw","Energy-Drinks: Gesundheitsrisiko ja, Todesfälle unwahrscheinlich",,"Immer wieder tauchen Berichte über Jugendliche auf, die angeblich nach dem Konsum von Energy-Drinks sterben. Ein Blick auf die medizinischen Erkenntnisse zeigt: Energy-Drinks sind zwar ungesund, Todesfälle aber unwahrscheinlich. Ein #Faktenfuchs.",Gesundheit,Gesundheit & Wissenschaft
291,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/wie-prorussische-propaganda-assange-und-snowden-vereinnahmt,TfAh03N",Wie prorussische Propaganda Assange und Snowden vereinnahmt,,"Snowden und Assange haben die USA in Bedrängnis gebracht. Für die Belange der beiden treten viele ein, denen Pressefreiheit und Menschenrechte wichtig sind. Genau diese Menschen sind eine Zielgruppe prorussischer Propaganda. Ein #Faktenfuchs.",Russische Propaganda,Verschwörungstheorien
258,br-faktenfuchs,"https://www.br.de/nachrichten/wirtschaft/faktenfuchs-fachkraeftemangel-linderung-nur-mit-zuwanderung,TmLfY4K",Fachkräftemangel lindern - nur mit Zuwanderung?,,"Noch gibt es keinen flächendeckenden Fachkräftemangel in Deutschland, doch schon heute können viele Stellen nicht besetzt werden. Wie kann man darauf reagieren - und könnten wir es uns leisten, auf Zuwanderung zu verzichten? Ein #Faktenfuchs.",Fachkräftemangel,Politik & Regierung
268,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-mufti-von-jerusalem-war-nicht-hitlers-ideengeber,Txk5oru",Mufti von Jerusalem war nicht Hitlers Ideengeber,,"Ein altes Video des israelischen Ministerpräsidenten Benjamin Netanjahu kursiert im Internet. Darin behauptet er, der Mufti von Jerusalem, Amin al-Husseini, habe Hitler auf die Idee des Holocaust gebracht. Doch das ist falsch. Ein #Faktenfuchs.",Holocaust,Verschwörungstheorien
234,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-5g-nach-derzeitigem-wissensstand-ungefaehrlich,U3grFg6",5G nach derzeitigem Wissensstand ungefährlich,,Die neuen 5G-Mobilfunknetze decken mittlerweile fast gesamt Deutschland ab. Manche Menschen sorgen sich deswegen um ihre Gesundheit. Was sagen die Wissenschaft und die Behörden zu diesem Thema? Ein #Faktenfuchs.,5G-Mobilfunk,Gesundheit & Wissenschaft
219,br-faktenfuchs,"https://www.br.de/nachrichten/bayern/briefwahl-vorfall-in-bad-reichenhall-was-bekannt-ist-faktenfuchs,UDhoMIr",Bad Reichenhall: Was zum Briefwahl-Vorfall bisher bekannt ist,,"In Bad Reichenhall hat ein Fehler bei der Ausgabe der Briefwahlunterlagen zum Verdacht auf Wahlbetrug geführt. Da aber die Fakten erst verzögert bekannt gegeben wurden, konnten sich die entsprechenden Gerüchte schnell verbreiten. Ein #Faktenfuchs.",Briefwahl,Wahlen & Wahlkampf
214,br-faktenfuchs,"https://www.br.de/nachrichten/bayern/faktenfuchs-so-viel-zahlt-die-eu-fuer-bayerns-hochwasserschutz,UI997Bm",So viel zahlt die EU für Bayerns Hochwasserschutz,,"Nach der Hochwasserkatastrophe geht das Rechnen und Diskutieren los: Wie viel wurde in Bayern für Hochwasserschutz ausgegeben? Und ist das genug? Auch die EU fördert bayerische Projekte. Der #Faktenfuchs hat recherchiert, wie hoch die Zahlen sind.",Hochwasserschutz,Klima & Umwelt
198,br-faktenfuchs,"https://www.br.de/nachrichten/bayern/faktenfuchs-krankenhaussterben-wer-ist-schuld,UNVakMV",Wer ist schuld am Krankenhaussterben?,,Vielen Krankenhäusern geht es finanziell schlecht. Laut Bayerns Wirtschaftsminister Hubert Aiwanger trägt der Bund die Verantwortung dafür. Aber das ist nicht die ganze Wahrheit. Ein #Faktenfuchs.,Krankenhausfinanzierung,Politik & Regierung
182,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/geld-fuer-fluechtlinge-wie-uns-zahlen-in-die-irre-fuehren,UU5auKR",Geld für Flüchtlinge: Wie uns Zahlen in die Irre führen,,"Seit Jahren teilen Verbreiter von Falschinformation Berichte über Geldbeträge in sozialen Medien. Ihr Ziel: Stimmung machen gegen Leistungen für Flüchtlinge. Dahinter steckt die Strategie, Gruppen gegeneinander auszuspielen. Ein #Faktenfuchs.",Asylleistungen,Migration & Asyl
162,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/was-die-bundestagswahl-sicher-macht-faktenfuchs,UZHoVSL",Was die Bundestagswahl sicher macht,,Wie ist die Bundestagswahl abgesichert gegen Betrugsversuche? Welche Kontrollen gibt es? Die Antworten finden Sie hier.,Wahlsicherheit,Wahlen & Wahlkampf
164,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-wahlarena-mit-freie-waehler-afd-linke-und-bsw,UcVPKjl","Wahlarena mit Freie Wähler, AfD, Linke und BSW",,"Vor der Bundestagswahl 2025 stellten sich die bayerischen Spitzenkandidaten Hubert Aiwanger (Freie Wähler), Ates Gürpinar (Die Linke), Klaus Ernst (BSW) und Stephan Protschka (AfD) den Fragen der Bürgerinnen und Bürger. Ihre Aussagen im Faktencheck.",Bundestagswahl,Wahlen & Wahlkampf
153,br-faktenfuchs,"https://www.br.de/nachrichten/wissen/konfrontativer-mexiko-brief-an-trump-ist-ein-fake-faktenfuchs,Uea48Mw",Konfrontativer Mexiko-Brief an Trump ist ein Fake,,Ein angeblicher Brief von Mexikos Präsidentin Claudia Sheinbaum an Donald Trump verbreitet sich auf WhatsApp und anderen Netzwerken. Doch er ist erfunden – und wird seit Jahren immer wieder geteilt.,US-Mexiko-Beziehungen,Desinformation & Falschmeldungen
142,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-videos-ueber-vermeintliche-afd-demos-sind-gefaelscht,UiW7pao",Videos über vermeintliche AfD-Demos sind gefälscht,,"Manipulierte Videos vermitteln den falschen Eindruck, in deutschen Großstädten wie München und Nürnberg gingen massenhaft Menschen für die AfD auf die Straße. Der #Faktenfuchs erklärt, was dahintersteckt.",Desinformation,Desinformation & Falschmeldungen
132,br-faktenfuchs,"https://www.br.de/nachrichten/sport/faktenfuchs-fifa-will-den-usa-nicht-die-wm-wegnehmen,UntDVFE","FIFA will den USA nicht die WM ""wegnehmen""",,Wird die WM 2026 doch nicht wie geplant in den USA ausgetragen? Das wird in Videos auf TikTok behauptet. Doch dafür gibt es keine Belege.,Fußball-WM,Online-Sicherheit & Betrug
587,br-faktenfuchs,"https://www.br.de/nachrichten/wissen/faktenfuchs-klimawandel-oder-sommer-wie-frueher,Ut5AdDE","Klimawandel oder ""Sommer wie früher""?",,"In Bayern ist die Zahl der heißen Tage in den vergangenen Jahrzehnten deutlich gestiegen. Trotzdem hört man: ""Früher war es auch schon heiß!"" Unterstellt wird: Panikmache. Warum die Erinnerung hier aber täuschen kann – und wie das ausgenutzt wird.",Klimawandel,Klima & Umwelt
577,br-faktenfuchs,"https://www.br.de/nachrichten/netzwelt/faktenfuchs-ki-video-von-bayern-fan-vor-br-mikro-geht-viral,UzbJSp5",KI-Video von Bayern-Fan vor BR-Mikro geht viral,,"Auf Instagram geht ein KI-generiertes Video eines jungen FC-Bayern-Fans viral. Der Clip gibt vor, dass der Bub dem BR ein Interview gibt. Derartige Videos, genannt ""AI Slop"", fluten derzeit die Social-Media-Timelines. Ein #Faktenfuchs.",KI-generierte Desinformation,Desinformation & Falschmeldungen
100,correctiv,https://correctiv.org/faktencheck/2025/02/28/bundestagswahl-2025-wie-muss-eine-wahlurne-verschlossen-sein/,Bundestagswahl 2025: Wie muss eine Wahlurne verschlossen sein?,BUNDESTAGSWAHL 2025,"Hartnäckig hält sich die Falschbehauptung, Wahlurnen müssten versiegelt sein. Zur Bundestagswahl 2025 kursierten Bilder von angeblich falsch verschlossenen Urnen in Nordrhein-Westfalen. Doch Wahlurnen brauchen nicht zwingend ein Siegel.",Wahlbetrug,Wahlen & Wahlkampf
92,correctiv,https://correctiv.org/faktencheck/2025/03/12/bundestagswahl-2025-warum-das-vorlaeufige-wahlergebnis-von-angaben-der-gemeinden-abweicht/,Bundestagswahl 2025: Warum das vorläufige Wahlergebnis von Angaben der Gemeinden abweicht,BUNDESTAGSWAHL 2025,"Nach der Bundestagswahl sorgt ein Video für Spekulationen über Wahlbetrug. Darin zeigt ein Mann, dass sich Ergebnisse der Wahlkreise und der Bundeswahlleitung unterscheiden – angeblich vor allem zum Nachteil der Partei BSW. Ein Faktencheck zeigt, was dahinter steckt.",Bundestagswahl,Wahlen & Wahlkampf
83,correctiv,https://correctiv.org/faktencheck/2025/03/21/gefaelschte-action-verlosung-wer-diese-gaense-zaehlt-gewinnt-kein-iphone/,"Gefälschte Action-Verlosung: Wer diese Gänse zählt, gewinnt kein iPhone",FAKTENCHECK,"Auf Facebook kommentieren hunderte Nutzerinnen und Nutzer eine angebliche Verlosung mit dem Logo der Discounterkette Action. Wir erklären, warum die Seiten unseriös sind – zu gewinnen gibt es dort nichts.",Phishing,Online-Sicherheit & Betrug
74,correctiv,https://correctiv.org/faktencheck/2025/03/28/keine-belege-fuer-geplante-kindergeld-abschaffung-durch-cdu-chef-friedrich-merz/,Keine Belege für geplante Kindergeld-Abschaffung durch CDU-Chef Friedrich Merz,FAKTENCHECK,"Tiktok-Videos mit dramatischer Musik berichten davon, dass CDU-Chef Friedrich Merz plane, das Kindergeld abzuschaffen. Doch dafür gibt es keine Belege. Die Union hat laut Wahlprogramm andere Pläne.",Kindergeld,Politik & Regierung
66,correctiv,https://correctiv.org/faktencheck/2025/04/07/taylor-swift-hat-nicht-angekuendigt-wegen-elon-musk-nach-kanada-zu-ziehen/,"Taylor Swift hat nicht angekündigt, wegen Elon Musk nach Kanada zu ziehen",FAKTENCHECK,"Auf Facebook hat eine angebliche Eilmeldung mehr als 20.000 Likes bekommen: Taylor Swift zieht wegen Elon Musk angeblich nach Kanada, heißt es darin. Doch für diese Meldung gibt es keine Belege, sie ist frei erfunden.",Falschmeldungen über Prominente,Desinformation & Falschmeldungen
57,correctiv,https://correctiv.org/faktencheck/2025/04/23/hunderte-kohlekraftwerke-und-millionen-aus-deutschland-was-an-diesen-zahlen-ueber-china-dran-ist/,Hunderte Kohlekraftwerke und Millionen aus Deutschland: Was an diesen Zahlen über China dran ist,FAKTENCHECK,Laut Beiträgen in Sozialen Netzen soll China hunderte Kohlekraftwerke bauen und gleichzeitig Entwicklungshilfe aus Deutschland bekommen. Doch das stimmt nur zum Teil.,Entwicklungshilfe,Verschwörungstheorien
48,correctiv,https://correctiv.org/faktencheck/2025/05/06/us-gesundheitsminister-kennedy-jr-gewann-keinen-prozess-zu-covid-impfungen-am-obersten-gerichtshof/,Robert F. Kennedy Jr. gewann keinen Corona-Prozess am Obersten Gerichtshof,FAKTENCHECK,"Online macht ein Kettenbrief über eine angeblich erfolgreiche Klage des US-Gesundheitsministers Robert F. Kennedy Junior die Runde: Demnach soll der Oberste Gerichtshof bestätigt haben, dass Covid-19-Impfstoffe irreparable Schäden auslösen. Das stimmt nicht.",Corona-Impfungen,Gesundheit & Wissenschaft
40,correctiv,https://correctiv.org/faktencheck/2025/05/16/faktencheck-meeresspiegel-in-venedig-italien-steigt/,"Doch, der Meeresspiegel in Venedig steigt",FAKTENCHECK,"AfD-Politiker Miguel Klauß behauptet, der Meeresspiegel in Venedig habe sich seit über 1.500 Jahren nicht verändert. Doch Messdaten zeigen: Der Meeresspiegel in Venedig steigt und die Stadt sinkt.",Klimawandel,Klima & Umwelt
31,correctiv,https://correctiv.org/faktencheck/hintergrund/2025/06/11/koalitionsplaene-zu-totalsanktionen-beim-buergergeld-sind-rechtlich-umstritten/,Koalitionspläne zu Totalsanktionen beim Bürgergeld sind rechtlich umstritten,POLITIK,"In ihrem Koalitionsvertrag forderte die neue Regierung für Arbeitslose, die mehrfach eine Arbeit ablehnen, einen vollständigen Leistungsentzug. Und das obwohl das Verfassungsgericht solche Sanktionen bereits 2019 einschränkte. Sind die Pläne der Koalition rechtmäßig?",Bürgergeld,Politik & Regierung
22,correctiv,https://correctiv.org/faktencheck/2025/06/23/ukraine-krieg-video-von-sich-bewegender-leiche-beweist-keine-inszenierung/,Ukraine-Krieg: Video von sich bewegender „Leiche“ beweist keine Inszenierung,FAKTENCHECK,"Ein Video, in dem sich eine vermeintliche Leiche bewegt, soll beweisen, dass in der Ukraine Kriegsopfer für Fernsehberichte inszeniert werden. Der Hintergrund des Videos ist jedoch ein ganz anderer.",Ukraine-Krieg,Ukraine-Konflikt
13,correctiv,https://correctiv.org/faktencheck/2025/07/17/mit-welchen-tricks-klimawandelleugner-steve-milloy-temperaturdaten-aus-den-usa-verdreht/,Mit welchen Tricks Klimawandelleugner Steve Milloy Temperaturdaten aus den USA verdreht,FAKTENCHECK,"Klimawandelleugner Steve Milloy behauptet, in den USA habe es seit 2012 keine „globale Erwärmung“ gegeben. Das soll eine Grafik der US-Wetterbehörde NOAA belegen. Warum das nicht stimmt, erklären wir im Faktencheck.",Klimawandel,Klima & Umwelt
5,correctiv,https://correctiv.org/faktencheck/2025/07/25/wie-ein-saechsischer-afd-politiker-ohne-belege-stimmung-gegen-queere-gefluechtete-macht/,Wie ein sächsischer AfD-Politiker ohne Belege Stimmung gegen queere Geflüchtete macht,FAKTENCHECK,"Ein sächsischer AfD-Politiker behauptet, „Whirlpool-Veranstaltungen“ queerer Afghanen seien mit 68.000 Euro aus Steuermitteln gefördert worden. Doch die Summe ist nirgends zu finden.",Migration,Migration & Asyl
566,correctiv,https://correctiv.org/faktencheck/2025/08/12/sommerinterview-mit-baerbel-bas-wird-buergergeld-weitergezahlt-wenn-jemand-unbekannt-verzieht/,"Sommerinterview mit Bärbel Bas: Wird Bürgergeld weitergezahlt, wenn jemand unbekannt verzieht?",POLITIK,"Im Sommerinterview mit Bärbel Bas ging es zumeist um ihre Pläne für die Rente und das Bürgergeld. Dabei unterlief der Ministerin zumindest eine Ungenauigkeit beim Thema Sanktionen. Auch eine Behauptung zu der Anzahl Geiseln, die die Hamas noch gefangen hält, ist nicht korrekt.",Bürgergeld,Politik & Regierung
557,correctiv,https://correctiv.org/faktencheck/2025/09/10/ob-wahl-in-ludwigshafen-nein-afd-politiker-joachim-paul-wurde-nicht-wegen-tolkien-zitat-ausgeschlossen/,"OB-Wahl in Ludwigshafen: Nein, AfD-Politiker Joachim Paul wurde nicht „wegen Tolkien-Zitat“ ausgeschlossen",POLITIK,"Für die Oberbürgermeister-Wahl in Ludwigshafen am Rhein darf Joachim Paul im September 2025 nicht antreten. Manche behaupten im Netz, er sei ausgeschlossen, weil er literarische Werke wie das von Tolkien zitiert habe. Das ist irreführend: Pauls Ausschluss lagen mehrere Anhaltspunkte zugrunde, die seine Verfassungstreue infrage stellten.",Verfassungsschutz,Extremismus & Sicherheit
549,correctiv,https://correctiv.org/faktencheck/hintergrund/2025/09/30/das-buergergeld-die-hartnaeckigsten-behauptungen-im-faktencheck/,Das Bürgergeld: Die hartnäckigsten Behauptungen im Faktencheck,POLITIK,"Es sei zu teuer, biete zu wenig Anreiz zum Arbeiten oder verleite zu Sozialbetrug – immer wieder kursieren online und in der Politik Behauptungen über das Bürgergeld. Wir haben uns die größten Narrative der letzten Jahre genauer angeschaut.",Bürgergeld,Politik & Regierung
540,correctiv,https://correctiv.org/faktencheck/2025/10/22/gewaltvideo-im-bus-mit-openai-sora-erstellt-so-erkennen-sie-ki-faelschungen/,Gewaltvideo im Bus mit Open AI’s Sora erstellt – so erkennen Sie KI-Fälschungen,GESELLSCHAFT,"Ein Clip auf Tiktok wirft Fragen auf: Er zeigt, wie ein junger Mann lachend eine ältere Dame von ihrem Sitz im Bus schubst. Einigen entgeht dabei, dass das Video mit der KI-App Sora erstellt wurde.",KI-generierte Videos,Künstliche Intelligenz
